_id,dataset_material,vacancy_sites,substitution_sites,defect_sites,to_strata,Formation_Energy,band_gap_value
619cdd5145851b2ed2430ebf,low_WSe2,2.0,1.0,3.0,WSe2_0.01562,39.33932598999995,0.2721999999999998
619cdd5145851b2ed2430ec0,low_WSe2,1.0,2.0,3.0,WSe2_0.01562,28.04990668000005,0.21369999999999933
619cdd5145851b2ed2430ec1,low_WSe2,1.0,2.0,3.0,WSe2_0.01562,11.77290556999991,1.2912999999999997
619cdd5145851b2ed2430ec2,low_WSe2,2.0,1.0,3.0,WSe2_0.01562,39.22776148000007,0.21640000000000015
619cdd5145851b2ed2430ec3,low_WSe2,2.0,1.0,3.0,WSe2_0.01562,39.23099065000001,0.2024000000000008
619cdd5145851b2ed2430ec4,low_WSe2,1.0,2.0,3.0,WSe2_0.01562,11.770558890000064,1.2982000000000014
619cdd5145851b2ed2430ec5,low_WSe2,2.0,0.0,2.0,WSe2_0.01042,19.377892390000106,1.2797
619cdd5145851b2ed2430ec6,low_WSe2,1.0,2.0,3.0,WSe2_0.01562,11.75311985999996,1.2952000000000012
619cdd5145851b2ed2430ec7,low_WSe2,2.0,1.0,3.0,WSe2_0.01562,39.24704288000002,0.1872000000000007
619cdd5145851b2ed2430ec8,low_WSe2,1.0,2.0,3.0,WSe2_0.01562,11.784448789999932,1.1599000000000004
619cdd5145851b2ed2430ec9,low_WSe2,2.0,1.0,3.0,WSe2_0.01562,39.19181353999993,0.21000000000000085
619cdd5145851b2ed2430eca,low_WSe2,0.0,3.0,3.0,WSe2_0.01562,0.4298831600000881,1.8231000000000037
619cdd5145851b2ed2430ecb,low_WSe2,3.0,0.0,3.0,WSe2_0.01562,50.57195676999991,0.1927999999999983
619cdd5145851b2ed2430ecc,low_WSe2,1.0,2.0,3.0,WSe2_0.01562,27.915479600000026,0.19399999999999906
619cdd5145851b2ed2430ecd,low_WSe2,2.0,1.0,3.0,WSe2_0.01562,39.32601400999992,0.2734999999999985
