,_id,dataset_material,band_gap_value,to_strata
0,MoS2_Mo63Se2S125_1de54178-46e9-4e0c-a922-6e4c90c53961,high_MoS2,0.37709999999999866,MoS2_0.02083
1,MoS2_Mo63W1Se2S125_b8bd7ef6-1d0f-43b9-a34c-afb5b5d6fa16,high_MoS2,1.1335999999999942,MoS2_0.02083
2,MoS2_Mo63W1Se1S125_42a338e1-df26-431d-9f5a-7c98a63dd296,high_MoS2,1.0927999999999969,MoS2_0.02083
3,MoS2_Mo63W1Se2S125_a947f260-838e-4154-b08c-4772cad40eb5,high_MoS2,1.1439999999999984,MoS2_0.02083
4,MoS2_Mo63Se2S125_ae2c4329-dd70-4174-bc11-a26ba42e27db,high_MoS2,0.1617999999999995,MoS2_0.02083
5,MoS2_Mo63W1S125_f6f221b6-d54c-4cdc-8567-d7d2dbf119bc,high_MoS2,1.0921999999999983,MoS2_0.02083
6,MoS2_Mo63Se2S125_dd0e1d86-5f3f-43eb-ba81-34ca333b89d7,high_MoS2,0.17919999999999447,MoS2_0.02083
7,MoS2_Mo63Se1S125_f2c5367c-a725-4dcf-9138-b74a60150150,high_MoS2,0.40929999999999467,MoS2_0.02083
8,MoS2_Mo62W2Se2S126_7052aa98-6961-48a2-95a9-96fb025dd113,high_MoS2,1.806600000000003,MoS2_0.02083
9,MoS2_Mo62W2S126_9cbc05a5-a4af-4a4f-bf72-d4e8231b5bb6,high_MoS2,0.9395000000000024,MoS2_0.02083
10,MoS2_Mo63Se3S125_820b885d-e24b-4538-b11a-59c656c371b9,high_MoS2,0.3819999999999979,MoS2_0.02083
11,MoS2_Mo63W1Se3S125_ff4d0555-890f-4bb1-a86e-53ad7e78687e,high_MoS2,1.814,MoS2_0.02083
12,MoS2_Mo63Se2S125_3da226d2-26e0-4b0a-a9af-de3c9ce01319,high_MoS2,0.3961000000000041,MoS2_0.02083
13,MoS2_Mo63W1Se1S125_5b6abf67-5afa-4c91-a09b-5a4d36339cae,high_MoS2,1.1063999999999936,MoS2_0.02083
14,MoS2_Mo62W1S126_dbc5039c-12a0-4121-87d9-a2277c8116fd,high_MoS2,0.3528999999999982,MoS2_0.02083
15,MoS2_Mo63Se2S125_0b75ad35-b45c-4439-b35b-fc77960b95bd,high_MoS2,0.36010000000000275,MoS2_0.02083
16,MoS2_Mo63Se3S125_d7c48d6a-7100-4080-a589-90bfbefb3159,high_MoS2,0.40379999999999683,MoS2_0.02083
17,MoS2_Mo63Se1S125_75f3f237-e5db-4626-a6cb-a803911308b5,high_MoS2,0.3948999999999998,MoS2_0.02083
18,MoS2_Mo64Se2S124_92312e22-8344-4419-9934-8fea485bb81e,high_MoS2,1.0397000000000034,MoS2_0.02083
19,MoS2_Mo63Se2S125_1600c002-3c77-499b-80e1-1d4661942273,high_MoS2,0.39569999999999794,MoS2_0.02083
20,MoS2_Mo63W1S125_c1a011a7-bfaa-4f8c-a08e-89aaed18b2b8,high_MoS2,0.9806000000000026,MoS2_0.02083
21,MoS2_Mo64Se2S124_efa34dee-c37e-4f98-9658-5f8afc8cb633,high_MoS2,0.6583000000000041,MoS2_0.02083
22,MoS2_Mo64Se2S124_2271a50a-9df7-4b35-9fa4-27dec1f71354,high_MoS2,1.0302000000000007,MoS2_0.02083
23,MoS2_Mo63Se2S125_6f261bfc-185b-4ed5-8fe1-eff0f152a14a,high_MoS2,0.15429999999999922,MoS2_0.02083
24,MoS2_Mo64Se1S124_3f2732d4-6da8-4865-b7dc-7c6b1698ec49,high_MoS2,1.0829000000000022,MoS2_0.02083
25,MoS2_Mo63Se1S125_6d9836ef-b71e-4967-8943-07ff3a83c38e,high_MoS2,0.3406999999999982,MoS2_0.02083
26,MoS2_Mo62W2Se1S126_c413ffd7-7e97-48f7-9610-2e0150e03219,high_MoS2,1.1488000000000014,MoS2_0.02083
27,MoS2_Mo63Se1S125_f9fa21b0-8789-4265-8343-27af00f86308,high_MoS2,0.46180000000000376,MoS2_0.02083
28,MoS2_Mo63Se1S125_010e1a2c-6c15-4381-a5af-80d6e34491cd,high_MoS2,0.3907000000000025,MoS2_0.02083
29,MoS2_Mo64Se1S124_6ad0cd89-bf42-4197-9963-562bf146a04c,high_MoS2,1.0176000000000016,MoS2_0.02083
30,MoS2_Mo63W1Se1S125_a174c1d0-7403-4693-8412-f9eb411118c7,high_MoS2,1.1088000000000022,MoS2_0.02083
31,MoS2_Mo63W1S125_78cc9329-0c33-41b3-b0f0-49d4defe01ae,high_MoS2,1.070299999999996,MoS2_0.02083
32,MoS2_Mo61W1Se1S127_b6e724fc-3bca-4857-94f5-f8fa029855b6,high_MoS2,0.2563000000000031,MoS2_0.02083
33,MoS2_Mo63W1Se2S125_0932f2fe-8c1a-4a36-80b2-c0dc2f602acd,high_MoS2,1.1510999999999996,MoS2_0.02083
34,MoS2_Mo61W1S127_f682a695-6caf-437c-9172-794672036e4d,high_MoS2,0.3001000000000005,MoS2_0.02083
35,MoS2_Mo63Se2S125_9453c6d1-d782-4ab5-aa50-c57b5e0d65c8,high_MoS2,0.37700000000000244,MoS2_0.02083
36,MoS2_Mo63W1Se2S125_06da66d2-e200-41c0-a350-cc531a5aedf6,high_MoS2,1.1509999999999962,MoS2_0.02083
37,MoS2_Mo63Se1S125_3a8b2cde-5eb9-43d6-bccc-291106708315,high_MoS2,0.4117999999999995,MoS2_0.02083
38,MoS2_Mo64Se1S124_0bb30488-9af4-4d2c-bf95-80417fc9e5ad,high_MoS2,0.6540999999999997,MoS2_0.02083
39,MoS2_Mo64Se2S124_1d278eda-e507-482e-86e8-98cc9617bfd4,high_MoS2,1.1113999999999962,MoS2_0.02083
40,MoS2_Mo64Se1S124_2c152778-655f-477d-ad30-376be58ea942,high_MoS2,1.078400000000002,MoS2_0.02083
41,MoS2_Mo63W1Se2S125_17879916-aedf-4e91-88fa-d7275ce6b5e0,high_MoS2,1.1485999999999947,MoS2_0.02083
42,MoS2_Mo62W1Se1S126_352af11e-58d3-4965-bb83-44ac7c0e9061,high_MoS2,0.38750000000000284,MoS2_0.02083
43,MoS2_Mo62W2Se2S126_a9170617-86f5-47cd-b325-83f2bf64325d,high_MoS2,1.8076000000000008,MoS2_0.02083
44,MoS2_Mo62S126_e8e1479e-ccf2-4289-b7a9-ea9e97c3d642,high_MoS2,0.3352000000000004,MoS2_0.02083
45,MoS2_Mo62Se1S126_559b0e49-810b-4e0c-b44e-4a0bd7862825,high_MoS2,0.3200000000000003,MoS2_0.02083
46,MoS2_Mo63Se2S125_fe192e28-576f-4dff-8904-80b3bc5bd954,high_MoS2,0.4147999999999996,MoS2_0.02083
47,MoS2_Mo62W1Se2S126_989d99bd-ee48-4e0c-a117-a972ce4fab44,high_MoS2,0.4030999999999949,MoS2_0.02083
48,MoS2_Mo62Se1S126_d2366790-0212-4c2d-b149-462a5c6b7203,high_MoS2,0.33449999999999847,MoS2_0.02083
49,MoS2_Mo63W1Se2S125_9b9b8ea9-3cf4-4806-af83-03b947b01474,high_MoS2,1.147200000000005,MoS2_0.02083
50,MoS2_Mo62W1Se1S126_9e80632e-d9b8-4e4a-a635-a5546720d061,high_MoS2,0.4146000000000001,MoS2_0.02083
51,MoS2_Mo62W2Se1S126_4bc6ecc4-1e94-4ddb-9e89-ecdbac629a7e,high_MoS2,1.1377000000000024,MoS2_0.02083
52,MoS2_Mo62W2Se2S126_f8dda347-63cc-455e-b344-82383a5ff9c1,high_MoS2,1.8074000000000012,MoS2_0.02083
53,MoS2_Mo63Se2S125_4aa70eaa-004a-4ee8-8e83-cd344580e883,high_MoS2,0.31919999999999504,MoS2_0.02083
54,MoS2_Mo63S125_5405602f-91db-42dc-9771-0e733782963e,high_MoS2,0.2137999999999991,MoS2_0.02083
55,MoS2_Mo63W1Se2S125_229fd9d6-40b5-455a-aab4-aeb671442dbb,high_MoS2,1.1479999999999961,MoS2_0.02083
56,MoS2_Mo64Se3S124_16748872-c627-4de7-86f9-9aa1a4ff2b37,high_MoS2,1.1533999999999978,MoS2_0.02083
57,MoS2_Mo63Se3S125_8212e1b7-e3f1-4c7b-a35e-36e82edaf97e,high_MoS2,0.39679999999999893,MoS2_0.02083
58,MoS2_Mo64Se2S124_ba4f08a6-b455-439c-a2c5-f3389d78f41f,high_MoS2,1.0389000000000053,MoS2_0.02083
59,MoS2_Mo63W1S125_52f96512-d6a3-4875-afad-58caf4213ef2,high_MoS2,1.0241000000000042,MoS2_0.02083
60,MoS2_Mo62Se1S126_f834e61b-8b68-424b-91a3-a928e2809e48,high_MoS2,0.31579999999999586,MoS2_0.02083
61,MoS2_Mo64Se2S124_142f139e-8229-442b-a621-02ab4c49dcd8,high_MoS2,0.9457000000000022,MoS2_0.02083
62,MoS2_Mo64Se3S124_e16548b0-80ae-457b-abd6-1e34291aa089,high_MoS2,1.1494,MoS2_0.02083
63,MoS2_Mo61W1S127_81ce3582-700e-477a-a4ba-880f12c18888,high_MoS2,0.12579999999999814,MoS2_0.02083
64,MoS2_Mo63S125_80403bf8-9dcc-4209-b8b3-1a2605f87dfb,high_MoS2,0.35029999999999717,MoS2_0.02083
65,MoS2_Mo63Se1S125_6b897055-e965-4a8f-a623-c5d674952adb,high_MoS2,0.3615999999999957,MoS2_0.02083
66,MoS2_Mo63W1S125_1963e250-4f4e-4d6a-a0e5-79c504b1d6d5,high_MoS2,0.9468000000000032,MoS2_0.02083
67,MoS2_Mo61W1Se1S127_0ebdab6d-080e-4a2f-b828-b38748ae966c,high_MoS2,0.25150000000000006,MoS2_0.02083
