,_id,dataset_material,band_gap_value,to_strata
0,6141cf0efbfd4bd9ab2c2f7e,low_MoS2,1.1452000000000027,MoS2_0.00521
1,6141cf0f51c1cbd9654b8870,low_MoS2,1.084299999999999,MoS2_0.01042
2,6141cf0fe689ecc4c43cdd4b,low_MoS2,1.8033000000000001,MoS2_0.00521
3,6141cf10b842c2e72e2f2d44,low_MoS2,1.8094999999999999,MoS2_0.01042
4,6141cf1051c1cbd9654b8872,low_MoS2,1.110199999999999,MoS2_0.01042
5,6141cf10b842c2e72e2f2d46,low_MoS2,1.8093000000000004,MoS2_0.01042
6,6141cf11cc0e69a0cf28ab35,low_MoS2,1.1484000000000023,MoS2_0.01042
7,6141cf11b842c2e72e2f2d48,low_MoS2,1.8068000000000026,MoS2_0.01042
8,6141cf11ae4fb853db2e3f14,low_MoS2,0.4049000000000049,MoS2_0.00521
9,6141cf11cc0e69a0cf28ab37,low_MoS2,1.1475000000000009,MoS2_0.01042
10,6141cf12b842c2e72e2f2d4a,low_MoS2,1.8074999999999974,MoS2_0.01042
11,6141cf12cc0e69a0cf28ab39,low_MoS2,1.1477000000000004,MoS2_0.01042
12,6141cf1202d926221cabc545,low_MoS2,0.4170999999999978,MoS2_0.01042
13,6141cf13cc0e69a0cf28ab3b,low_MoS2,1.146499999999996,MoS2_0.01042
14,6141cf1302d926221cabc547,low_MoS2,0.40980000000000416,MoS2_0.01042
15,6141cf13b842c2e72e2f2d4c,low_MoS2,1.8100999999999985,MoS2_0.01042
16,6141cf133ac25c70a5c6c837,low_MoS2,0.3605000000000018,MoS2_0.01562
17,6141cf1351c1cbd9654b8874,low_MoS2,1.0818999999999974,MoS2_0.01042
18,6141cf1369b0784ffcf8f84f,low_MoS2,0.40330000000000155,MoS2_0.01042
19,6141cf13cc0e69a0cf28ab3d,low_MoS2,1.1432000000000002,MoS2_0.01042
20,6141cf1302d926221cabc549,low_MoS2,0.41689999999999827,MoS2_0.01042
21,6141cf143ac25c70a5c6c839,low_MoS2,0.33910000000000196,MoS2_0.01562
22,6141cf1469b0784ffcf8f851,low_MoS2,0.404200000000003,MoS2_0.01042
23,6141cf14b842c2e72e2f2d4e,low_MoS2,1.8094000000000037,MoS2_0.01042
24,6141cf14ee0a3fd43fb479d7,low_MoS2,0.37809999999999633,MoS2_0.01562
25,6141cf14cc0e69a0cf28ab3f,low_MoS2,1.1456000000000017,MoS2_0.01042
26,6141cf1469b0784ffcf8f853,low_MoS2,0.4040999999999997,MoS2_0.01042
27,6141cf15ee0a3fd43fb479d9,low_MoS2,0.34830000000000183,MoS2_0.01562
28,6141cf1531cf3ef3d4a9ed3e,low_MoS2,0.3819999999999979,MoS2_0.01562
29,6141cf15cc0e69a0cf28ab41,low_MoS2,1.1448999999999998,MoS2_0.01042
30,6141cf1502d926221cabc54b,low_MoS2,0.299199999999999,MoS2_0.01042
31,6141cf153ac25c70a5c6c83b,low_MoS2,0.4287999999999954,MoS2_0.01562
32,6141cf15b842c2e72e2f2d50,low_MoS2,1.8096000000000032,MoS2_0.01042
33,6141cf15c819ca30b196b473,low_MoS2,1.8001000000000005,MoS2_0.00521
34,6141cf1569b0784ffcf8f855,low_MoS2,0.4031999999999982,MoS2_0.01042
35,6141cf15ee0a3fd43fb479db,low_MoS2,0.39759999999999707,MoS2_0.01562
36,6141cf1531cf3ef3d4a9ed40,low_MoS2,0.40749999999999886,MoS2_0.01562
37,6141cf16cc0e69a0cf28ab43,low_MoS2,1.1408000000000058,MoS2_0.01042
38,6141cf16b842c2e72e2f2d52,low_MoS2,1.8097999999999956,MoS2_0.01042
39,6141cf16a05be5973bd77a67,low_MoS2,1.1383999999999972,MoS2_0.01042
40,6141cf1602d926221cabc54d,low_MoS2,0.4118000000000066,MoS2_0.01042
41,6141cf16ee0a3fd43fb479dd,low_MoS2,0.4012999999999991,MoS2_0.01562
42,6141cf1669b0784ffcf8f857,low_MoS2,0.40050000000000097,MoS2_0.01042
43,6141cf1631cf3ef3d4a9ed42,low_MoS2,0.4084000000000003,MoS2_0.01562
44,6141cf16a05be5973bd77a69,low_MoS2,1.1496999999999957,MoS2_0.01042
45,6141cf1651c1cbd9654b8876,low_MoS2,0.9606999999999957,MoS2_0.01042
46,6141cf16baaf234b35290186,low_MoS2,1.1040999999999954,MoS2_0.01562
47,6141cf173ac25c70a5c6c83d,low_MoS2,0.30699999999999505,MoS2_0.01562
