,_id,dataset_material,band_gap_value,to_strata
0,WSe2_Mo1W63Se125S2_fc315abc-52a0-4944-bb2e-e331d136f365,high_WSe2,1.2983999999999938,WSe2_0.02083
1,WSe2_Mo1W62Se126S1_3faaa513-a7f3-44be-980b-a5aa50c6acf4,high_WSe2,0.1348999999999947,WSe2_0.02083
2,WSe2_W63Se125S2_3480add9-1fc1-4b55-96a9-e7380d46b87d,high_WSe2,0.22279999999999944,WSe2_0.02083
3,WSe2_Mo2W60Se128_758a9139-5ed1-476a-b1b9-7edb966f0433,high_WSe2,0.21820000000000306,WSe2_0.02083
4,WSe2_W63Se125S1_af39f713-a099-46a6-9099-45d7d384fa36,high_WSe2,0.23099999999999987,WSe2_0.02083
5,WSe2_W63Se125S2_329cacf6-4b71-45bf-856a-398c3f586bea,high_WSe2,0.18880000000000052,WSe2_0.02083
6,WSe2_Mo1W63Se125S2_ae703ee3-8f05-42a2-9118-c5fb383ab433,high_WSe2,1.3008999999999986,WSe2_0.02083
7,WSe2_W64Se124S1_c61e73ce-d876-4055-bf4d-7abd3c209ac4,high_WSe2,1.2691,WSe2_0.02083
8,WSe2_Mo1W63Se125S2_e21d07a0-33ca-4898-836d-308bf6bf8c3b,high_WSe2,1.2796999999999983,WSe2_0.02083
9,WSe2_W63Se125_85cd82c1-4901-4874-9cda-72c1d91e6c5a,high_WSe2,0.21419999999999995,WSe2_0.02083
10,WSe2_Mo2W61Se127S1_5949da26-1150-4c49-8cf7-6b21903de11e,high_WSe2,0.1488999999999976,WSe2_0.02083
11,WSe2_W63Se125S2_e6e03ee5-0f5f-49ac-88f9-cd916b4f2dac,high_WSe2,0.20330000000000048,WSe2_0.02083
12,WSe2_Mo1W62Se126S1_05e5b4e4-ce11-483e-bb18-af7796458cc0,high_WSe2,0.20609999999999928,WSe2_0.02083
13,WSe2_Mo1W62Se126_b32e060b-aa63-4453-8d81-6d62cff9bd40,high_WSe2,0.19180000000000064,WSe2_0.02083
14,WSe2_W64Se124S1_d6df7299-470b-4040-ba3c-ca37eeaeb287,high_WSe2,1.2017000000000007,WSe2_0.02083
15,WSe2_Mo1W63Se125S1_93235c57-6576-4fa4-aa1a-ba6b64ae3fc1,high_WSe2,1.2820999999999998,WSe2_0.02083
16,WSe2_Mo1W62Se126S1_7715c4cd-1bd9-40e4-9c40-4c380e87648f,high_WSe2,0.15759999999999508,WSe2_0.02083
17,WSe2_Mo1W63Se125S2_079d261e-deda-4b6e-bcf2-d1e8d02dcccb,high_WSe2,1.296999999999997,WSe2_0.02083
18,WSe2_Mo1W63Se125_d5102f38-5e65-4281-92ed-899b27baed8b,high_WSe2,1.2439999999999998,WSe2_0.02083
19,WSe2_Mo1W63Se125S2_9fcdcc95-b725-4d73-b9ba-a7c25eddaa35,high_WSe2,1.3008000000000024,WSe2_0.02083
20,WSe2_Mo1W63Se125S1_496c3ccd-4844-4103-a00d-877cda033baf,high_WSe2,1.2456000000000031,WSe2_0.02083
21,WSe2_Mo1W63Se125S3_64fa20b9-0ae7-4735-a32a-2213b3877e56,high_WSe2,1.8254999999999981,WSe2_0.02083
