_id,descriptor_id,energy,energy_per_atom,fermi_level,homo,lumo,band_gap,homo_lumo_gap,E_1,formation_energy,formation_energy_per_site,normalized_homo,normalized_lumo,homo_lumo_gap_majority,homo_majority,lumo_majority,normalized_homo_majority,normalized_lumo_majority,homo_lumo_gap_minority,homo_minority,lumo_minority,normalized_homo_minority,normalized_lumo_minority,homo_lumo_gap_max,homo_max,lumo_max,normalized_homo_max,normalized_lumo_max,homo_lumo_gap_min,homo_min,lumo_min,normalized_homo_min,normalized_lumo_min,total_mag
6141cf0efbfd4bd9ab2c2f7e,6141cf0efbfd4bd9ab2c2f7c,-1391.34041398,-7.284504785235602,-0.1997065,-0.6754,0.4698,1.1452,1.1452,-61.6126,2.6456860200000847,2.6456860200000847,0.05919999999999703,1.2043999999999997,1.1452,-0.6754,0.4698,0.05919999999999703,1.2043999999999997,1.1452,-0.6754,0.4698,0.05919999999999703,1.2043999999999997,1.1452,-0.6754,0.4698,0.05919999999999703,1.2043999999999997,1.1452,-0.6754,0.4698,0.05919999999999703,1.2043999999999997,0.0
6141cf0f51c1cbd9654b8870,6141cf0e51c1cbd9654b886e,-1384.55282143,-7.287120112789474,-0.22062739,-0.6852,0.3991,1.0843,1.0843,-61.6389,5.306278570000131,2.6531392850000657,0.07569999999999766,1.1599999999999966,1.0843,-0.6852,0.3991,0.07569999999999766,1.1599999999999966,1.0843,-0.6852,0.3991,0.07569999999999766,1.1599999999999966,1.0843,-0.6852,0.3991,0.07569999999999766,1.1599999999999966,1.0843,-0.6852,0.3991,0.07569999999999766,1.1599999999999966,0.0
6141cf0fe689ecc4c43cdd4b,6141cf0fe689ecc4c43cdd49,-1397.19614092,-7.277063233958334,-0.18353716,-0.6931,1.1102,1.8033,1.8033,-61.581,0.27895908000004965,0.27895908000004965,0.009900000000001796,1.813200000000002,1.8033,-0.6931,1.1102,0.009900000000001796,1.813200000000002,1.8033,-0.6931,1.1102,0.009900000000001796,1.813200000000002,1.8033,-0.6931,1.1102,0.009900000000001796,1.813200000000002,1.8033,-0.6931,1.1102,0.009900000000001796,1.813200000000002,0.0
6141cf10b842c2e72e2f2d44,6141cf10b842c2e72e2f2d42,-1396.257593,-7.272174963541667,-0.17980187,-0.6916,1.1179,1.8095,1.8095,-61.5751,0.5795069999999214,0.2897534999999607,0.00549999999999784,1.8149999999999977,1.8095,-0.6916,1.1179,0.00549999999999784,1.8149999999999977,1.8095,-0.6916,1.1179,0.00549999999999784,1.8149999999999977,1.8095,-0.6916,1.1179,0.00549999999999784,1.8149999999999977,1.8095,-0.6916,1.1179,0.00549999999999784,1.8149999999999977,0.0
6141cf1051c1cbd9654b8872,6141cf0e51c1cbd9654b886e,-1384.53267685,-7.28701408868421,-0.21319046,-0.6718,0.4384,1.1102,1.1102,-61.6397,5.32642315000021,2.663211575000105,0.08990000000000009,1.200099999999999,1.1102,-0.6718,0.4384,0.08990000000000009,1.200099999999999,1.1102,-0.6718,0.4384,0.08990000000000009,1.200099999999999,1.1102,-0.6718,0.4384,0.08990000000000009,1.200099999999999,1.1102,-0.6718,0.4384,0.08990000000000009,1.200099999999999,0.0
6141cf10b842c2e72e2f2d46,6141cf10b842c2e72e2f2d42,-1396.25628284,-7.272168139791667,-0.18038927,-0.6915,1.1178,1.8093,1.8093,-61.5751,0.5808171599999241,0.29040857999996206,0.00560000000000116,1.8149000000000015,1.8093,-0.6915,1.1178,0.00560000000000116,1.8149000000000015,1.8093,-0.6915,1.1178,0.00560000000000116,1.8149000000000015,1.8093,-0.6915,1.1178,0.00560000000000116,1.8149000000000015,1.8093,-0.6915,1.1178,0.00560000000000116,1.8149000000000015,0.0
6141cf11cc0e69a0cf28ab35,6141cf10cc0e69a0cf28ab33,-1390.40440954,-7.279604238429319,-0.2006335,-0.6706,0.4778,1.1484,1.1484,-61.6074,2.9436904599999707,1.4718452299999853,0.058799999999997965,1.2072000000000003,1.1484,-0.6706,0.4778,0.058799999999997965,1.2072000000000003,1.1484,-0.6706,0.4778,0.058799999999997965,1.2072000000000003,1.1484,-0.6706,0.4778,0.058799999999997965,1.2072000000000003,1.1484,-0.6706,0.4778,0.058799999999997965,1.2072000000000003,0.0
6141cf11b842c2e72e2f2d48,6141cf10b842c2e72e2f2d42,-1396.24810744,-7.272125559583333,-0.17931746,-0.691,1.1158,1.8068,1.8068,-61.5759,0.5889925599999515,0.29449627999997574,0.006899999999994577,1.8136999999999972,1.8068,-0.691,1.1158,0.006899999999994577,1.8136999999999972,1.8068,-0.691,1.1158,0.006899999999994577,1.8136999999999972,1.8068,-0.691,1.1158,0.006899999999994577,1.8136999999999972,1.8068,-0.691,1.1158,0.006899999999994577,1.8136999999999972,0.0
6141cf11ae4fb853db2e3f14,6141cf11ae4fb853db2e3f12,-1380.0584234,-7.225436771727749,-0.31020518,-0.1302,0.2747,0.36,0.4049,-61.7756,7.121476600000051,7.121476600000051,0.767399999999995,1.1723,0.4049,-0.1302,0.2747,0.767399999999995,1.1723,0.4049,-0.1302,0.2747,0.767399999999995,1.1723,0.4049,-0.1302,0.2747,0.767399999999995,1.1723,0.4049,-0.1302,0.2747,0.767399999999995,1.1723,0.0
6141cf11cc0e69a0cf28ab37,6141cf10cc0e69a0cf28ab33,-1390.40062771,-7.279584438272251,-0.20028946,-0.6694,0.4781,1.1475,1.1475,-61.6065,2.9474722899999506,1.4737361449999753,0.05909999999999371,1.2065999999999946,1.1475,-0.6694,0.4781,0.05909999999999371,1.2065999999999946,1.1475,-0.6694,0.4781,0.05909999999999371,1.2065999999999946,1.1475,-0.6694,0.4781,0.05909999999999371,1.2065999999999946,1.1475,-0.6694,0.4781,0.05909999999999371,1.2065999999999946,0.0
