_id,descriptor_id,energy,energy_per_atom,fermi_level,homo,lumo,band_gap,homo_lumo_gap,E_1,formation_energy,formation_energy_per_site,normalized_homo,normalized_lumo,homo_lumo_gap_majority,homo_majority,lumo_majority,normalized_homo_majority,normalized_lumo_majority,homo_lumo_gap_minority,homo_minority,lumo_minority,normalized_homo_minority,normalized_lumo_minority,homo_lumo_gap_max,homo_max,lumo_max,normalized_homo_max,normalized_lumo_max,homo_lumo_gap_min,homo_min,lumo_min,normalized_homo_min,normalized_lumo_min,total_mag
619cdd5145851b2ed2430ebf,619cdd9644389dee486ade3e,-1361.43077401,-7.165425126368421,-0.49839193,-0.3863,-0.1141,0.2165,0.2722,-15.4865,7.6161259900000005,2.5387086633333333,0.6191999999999993,0.8913999999999991,0.2722,-0.3863,-0.1141,0.6191999999999993,0.8913999999999991,0.2722,-0.3863,-0.1141,0.6191999999999993,0.8913999999999991,0.2722,-0.3863,-0.1141,0.6191999999999993,0.8913999999999991,0.2722,-0.3863,-0.1141,0.6191999999999993,0.8913999999999991,0.0
619cdd5145851b2ed2430ec0,619cdd9644389dee486ade3d,-1368.59319332,-7.165409389109947,-0.4711013,-0.321,-0.1073,0.1699999999999999,0.2137,-15.4813,4.580706680000048,1.5269022266666827,0.6792999999999996,0.8929999999999989,0.2137,-0.321,-0.1073,0.6792999999999996,0.8929999999999989,0.2137,-0.321,-0.1073,0.6792999999999996,0.8929999999999989,0.2137,-0.321,-0.1073,0.6792999999999996,0.8929999999999989,0.2137,-0.321,-0.1073,0.6792999999999996,0.8929999999999989,0.0
619cdd5145851b2ed2430ec1,619cdd9644389dee486ade44,-1378.06399443,-7.214994735235603,-0.32676138,-0.9632,0.3281,1.2913,1.2913,-61.773,1.9161055699998997,0.6387018566666333,46.3288,47.6201,1.2913,-0.9632,0.3281,46.3288,47.6201,1.2913,-0.9632,0.3281,46.3288,47.6201,1.2913,-0.9632,0.3281,46.3288,47.6201,1.2913,-0.9632,0.3281,46.3288,47.6201,0.0
619cdd5145851b2ed2430ec2,619cdd9644389dee486ade3e,-1361.54233852,-7.166012308,-0.55439172,-0.3612,-0.1448,0.2713,0.2164,-15.4841,7.50456148000012,2.5015204933333735,0.6418999999999997,0.8582999999999998,0.2164,-0.3612,-0.1448,0.6418999999999997,0.8582999999999998,0.2164,-0.3612,-0.1448,0.6418999999999997,0.8582999999999998,0.2164,-0.3612,-0.1448,0.6418999999999997,0.8582999999999998,0.2164,-0.3612,-0.1448,0.6418999999999997,0.8582999999999998,0.0
619cdd5145851b2ed2430ec3,619cdd9644389dee486ade3e,-1361.53910935,-7.165995312368421,-0.51428005,-0.3223,-0.1199,0.3755,0.2023999999999999,-15.4861,7.507790650000061,2.5025968833333536,0.6828000000000003,0.8852000000000011,0.2023999999999999,-0.3223,-0.1199,0.6828000000000003,0.8852000000000011,0.2023999999999999,-0.3223,-0.1199,0.6828000000000003,0.8852000000000011,0.2023999999999999,-0.3223,-0.1199,0.6828000000000003,0.8852000000000011,0.2023999999999999,-0.3223,-0.1199,0.6828000000000003,0.8852000000000011,0.0
619cdd5145851b2ed2430ec4,619cdd9644389dee486ade44,-1378.06634111,-7.215007021518324,-0.32368093,-0.962,0.3362,1.2982,1.2982,-61.7372,1.9137588900000537,0.637919630000018,46.2942,47.5924,1.2982,-0.962,0.3362,46.2942,47.5924,1.2982,-0.962,0.3362,46.2942,47.5924,1.2982,-0.962,0.3362,46.2942,47.5924,1.2982,-0.962,0.3362,46.2942,47.5924,0.0
619cdd5145851b2ed2430ec5,619cdd9644389dee486ade35,-1372.50860761,-7.223729513736841,-0.47388748,-0.9839,0.2958,1.2797,1.2797,-15.46,5.421892390000039,2.7109461950000195,-0.004899999999999238,1.2748000000000008,1.2797,-0.9839,0.2958,-0.004899999999999238,1.2748000000000008,1.2797,-0.9839,0.2958,-0.004899999999999238,1.2748000000000008,1.2797,-0.9839,0.2958,-0.004899999999999238,1.2748000000000008,1.2797,-0.9839,0.2958,-0.004899999999999238,1.2748000000000008,0.0
619cdd5145851b2ed2430ec6,619cdd9644389dee486ade44,-1378.08378014,-7.215098325340314,-0.32158475,-0.9623,0.3329,1.2952,1.2952,-61.7017,1.8963198599999487,0.6321066199999829,46.2584,47.5536,1.2952,-0.9623,0.3329,46.2584,47.5536,1.2952,-0.9623,0.3329,46.2584,47.5536,1.2952,-0.9623,0.3329,46.2584,47.5536,1.2952,-0.9623,0.3329,46.2584,47.5536,0.0
619cdd5145851b2ed2430ec7,619cdd9644389dee486ade3e,-1361.52305712,-7.165910826947369,-0.50346629,-0.3057,-0.1185,0.3666,0.1872,-15.4871,7.523842880000075,2.5079476266666916,0.7004000000000001,0.8876000000000008,0.1872,-0.3057,-0.1185,0.7004000000000001,0.8876000000000008,0.1872,-0.3057,-0.1185,0.7004000000000001,0.8876000000000008,0.1872,-0.3057,-0.1185,0.7004000000000001,0.8876000000000008,0.1872,-0.3057,-0.1185,0.7004000000000001,0.8876000000000008,0.0
619cdd5145851b2ed2430ec8,619cdd9644389dee486ade44,-1378.05245121,-7.214934299528796,-0.31912726,-0.964,0.1959,1.1599,1.1599,-61.7301,1.927648789999921,0.6425495966666404,46.2851,47.445,1.1599,-0.964,0.1959,46.2851,47.445,1.1599,-0.964,0.1959,46.2851,47.445,1.1599,-0.964,0.1959,46.2851,47.445,1.1599,-0.964,0.1959,46.2851,47.445,0.0
619cdd5145851b2ed2430ec9,619cdd9644389dee486ade3e,-1361.57828646,-7.166201507684211,-0.51527447,-0.3168,-0.1068,0.3624,0.21,-15.4869,7.4686135399999785,2.4895378466666593,0.6890999999999998,0.8991000000000007,0.21,-0.3168,-0.1068,0.6890999999999998,0.8991000000000007,0.21,-0.3168,-0.1068,0.6890999999999998,0.8991000000000007,0.21,-0.3168,-0.1068,0.6890999999999998,0.8991000000000007,0.21,-0.3168,-0.1068,0.6890999999999998,0.8991000000000007,0.0
619cdd5145851b2ed2430eca,619cdd9644389dee486ade43,-1385.28001684,-7.215000087708333,-0.30139709,-0.956,0.8671,1.8231,1.8231,-61.7184,-1.1729168399999708,-0.39097227999999024,46.2814,48.1045,1.8231,-0.956,0.8671,46.2814,48.1045,1.8231,-0.956,0.8671,46.2814,48.1045,1.8231,-0.956,0.8671,46.2814,48.1045,1.8231,-0.956,0.8671,46.2814,48.1045,0.0
619cdd5145851b2ed2430ecb,619cdd9644389dee486ade3b,-1354.32514323,-7.165741498571429,-0.5230437,-0.322,-0.1292,0.3730999999999999,0.1928,-15.4948,10.594756770000004,3.531585590000001,0.6918000000000006,0.8845999999999989,0.1928,-0.322,-0.1292,0.6918000000000006,0.8845999999999989,0.1928,-0.322,-0.1292,0.6918000000000006,0.8845999999999989,0.1928,-0.322,-0.1292,0.6918000000000006,0.8845999999999989,0.1928,-0.322,-0.1292,0.6918000000000006,0.8845999999999989,0.0
619cdd5145851b2ed2430ecc,619cdd9644389dee486ade3d,-1368.7276204,-7.166113195811518,-0.48654428,-0.2974,-0.1034,0.3676999999999999,0.194,-15.4797,4.446279600000025,1.4820932000000084,0.7012999999999998,0.8952999999999989,0.194,-0.2974,-0.1034,0.7012999999999998,0.8952999999999989,0.194,-0.2974,-0.1034,0.7012999999999998,0.8952999999999989,0.194,-0.2974,-0.1034,0.7012999999999998,0.8952999999999989,0.194,-0.2974,-0.1034,0.7012999999999998,0.8952999999999989,0.0
619cdd5145851b2ed2430ecd,619cdd9644389dee486ade3e,-1361.44408599,-7.165495189421053,-0.49525509,-0.3822,-0.1087,0.2174,0.2734999999999999,-15.4879,7.602814009999975,2.534271336666658,0.6247000000000007,0.8981999999999992,0.2734999999999999,-0.3822,-0.1087,0.6247000000000007,0.8981999999999992,0.2734999999999999,-0.3822,-0.1087,0.6247000000000007,0.8981999999999992,0.2734999999999999,-0.3822,-0.1087,0.6247000000000007,0.8981999999999992,0.2734999999999999,-0.3822,-0.1087,0.6247000000000007,0.8981999999999992,0.0
619cdd5145851b2ed2430ece,619cdd9644389dee486ade3d,-1368.73041046,-7.166127803455497,-0.48970814,-0.3002,-0.1044,0.3692999999999999,0.1958,-15.4795,4.443489539999973,1.4811631799999911,0.6982999999999997,0.8940999999999999,0.1958,-0.3002,-0.1044,0.6982999999999997,0.8940999999999999,0.1958,-0.3002,-0.1044,0.6982999999999997,0.8940999999999999,0.1958,-0.3002,-0.1044,0.6982999999999997,0.8940999999999999,0.1958,-0.3002,-0.1044,0.6982999999999997,0.8940999999999999,0.0
619cdd5145851b2ed2430ecf,619cdd9644389dee486ade43,-1385.28014413,-7.215000750677084,-0.30655477,-0.9559,0.8751,1.831,1.831,-61.7109,-1.1730441300001075,-0.39101471000003585,46.274,48.105000000000004,1.831,-0.9559,0.8751,46.274,48.105000000000004,1.831,-0.9559,0.8751,46.274,48.105000000000004,1.831,-0.9559,0.8751,46.274,48.105000000000004,1.831,-0.9559,0.8751,46.274,48.105000000000004,0.0
